"OBJECTID.x","ACRES","RANK","TRTCODE","PROGRAM","ID","BLOCKNAME","DOSAGE","LIFESTAGES","PPA","NOTES","STATE","YEAR.x","TREATMENT_","TREAT_ACRE","NLCD_ACRES","PROJECT.x","DATE_TREAT","ACRES_TREA","SECOND_DAT","SECOND_ACR","ARCHIVETRE","DISTANCE","ARCHIVE_DA","OBJECTID.y","PRIORITY_I","RECOMMEND","YEAR.y","PROJECT.y"
"4128","868","5","2","STS","WI_193-01","Douglas5","24BIUx2","N/A","WI_193",NA,"WI","2010","Btk",868,"759",NA,NA,NA,NA,NA,3.51069541981946,"7166",NA,"1527",1.46,"Do Nothing","2009","ACTION"
"4129","29898","4","1","STS","WI_055-02","Clark17","6g","0","WI_055",NA,"WI","2010","MD",28750,"23660",NA,NA,NA,NA,NA,120.988805928943,"-54114",NA,"5951",1.85,"Do Nothing","2009","ACTION"
"4130","121","5","2","STS","WI_554-01","Bayfield17","24BIUx2","2-10","WI_554",NA,"WI","2010","Btk",100,"101",NA,NA,NA,NA,NA,0.48831716827631,"-57540",NA,NA,NA,NA,NA,NA
"4131","2117","3","1","STS","WI_001-01","Buffalo1","6g","N/A","WI_001",NA,"WI","2010","MD",2000,"1485",NA,NA,NA,NA,NA,8.56898765759363,"21945",NA,"6150",1.9,"Do Nothing","2009","STATE"
"4132","413","5","2","STS","WI_534-01","Vernon13","24BIUx2","11-100","WI_534",NA,"WI","2010","Btk",325,"157",NA,NA,NA,NA,NA,1.67096821602989,"-23223",NA,"466",NA,"Independent Action","2009","ACTION"
"4133","279","5","2","STS","WI_558-01","Bayfield21","24BIUx2","1","WI_558",NA,"WI","2010","Btk",279,"244",NA,NA,NA,NA,NA,1.12920147917518,"-51211",NA,NA,NA,NA,NA,NA
"4134","662","4","2","STS","WI_132-01","Dunn2","24BIUx2","N/A","WI_132",NA,"WI","2010","Btk",650,"467",NA,NA,NA,NA,NA,2.68051966293801,"30930",NA,"1460",1.62,"Do Nothing","2009","ACTION"
"4135","200","4","2","STS","WI_523-01","Iowa8","24BIUx1","1","WI_523",NA,"WI","2010","Btk",200,"19",NA,NA,NA,NA,NA,0.809375532854039,"-43627",NA,"1470",NA,"Independent Action","2009","ACTION"
"4136","193","5","2","STS","WI_543-01","Ashland10","24BIUx1","2-10","WI_543",NA,"WI","2010","Btk",150,"121",NA,NA,NA,NA,NA,0.781881394125433,"-38540",NA,NA,NA,NA,NA,NA
"4137","3878","5","2","STS","WI_080-01","Iowa1","24BIUx1","0","WI_080",NA,"WI","2010","Btk",3600,"1706",NA,NA,NA,NA,NA,15.693873120424,"-13360",NA,"6163",1.82,"Do Nothing","2009","ACTION"
"4138","408","3","1","STS","WI_016-01","La Crosse1","6g","N/A","WI_016",NA,"WI","2010","MD",400,"245",NA,NA,NA,NA,NA,1.65204331510381,"-70",NA,"6227",1.35,"Do Nothing","2009","STATE"
"4139","2237","4","1","STS","WI_528-01","Bayfield4","6g","N/A","WI_562",NA,"WI","2010","MD",2150,"1826",NA,NA,NA,NA,NA,9.0526882015591,"-13929",NA,NA,NA,NA,NA,NA
"4140","622","4","2","STS","WI_144-01","Taylor2","24BIUx2","N/A","WI_144",NA,"WI","2010","Btk",300,"87",NA,NA,NA,NA,NA,2.51732340254505,"-59466",NA,"6042",2.19,"Do Nothing","2009","ACTION"
"4141","111","5","2","STS","WI_559-01","Bayfield22","24BIUx2","2-10","WI_559",NA,"WI","2010","Btk",110,"97",NA,NA,NA,NA,NA,0.449402646804029,"-51712",NA,NA,NA,NA,NA,NA
"4142","377","5","2","STS","WI_560-01","Bayfield23","24BIUx1","2-10","WI_560",NA,"WI","2010","Btk",375,"319",NA,NA,NA,NA,NA,1.52715622724012,"-50141",NA,NA,NA,NA,NA,NA
"4143","4084","5","2","STS","WI_046-01","Chippewa10","24BIUx2","1","WI_046",NA,"WI","2010","Btk",3850,"2321",NA,NA,NA,NA,NA,16.52945390098,"-18726",NA,"5865",1.73,"Do Nothing","2009","ACTION"
"4144","345","5","2","STS","WI_546-01","Ashland13","24BIUx1","2-10","WI_546",NA,"WI","2010","Btk",320,"246",NA,NA,NA,NA,NA,1.39528882537624,"-38330",NA,NA,NA,NA,NA,NA
"4145","183","5","3","STS","WI_530-02","Clark10","5x10^11","1","WI_530",NA,"WI","2010","NPV",183,"152",NA,NA,NA,NA,NA,0.740736482648704,"-51716",NA,"4774",NA,"Independent Action","2009","ACTION"
"4146","6855","3","1","STS","WI_217-03","Vernon2","6g","N/A","WI_217",NA,"WI","2010","MD",4000,"1784",NA,NA,NA,NA,NA,27.7380852794802,"-17047",NA,"6188",0,"Do Nothing","2009","ACTION"
"4147","26544","4","1","STS","WI_241-01","Douglas11","6g","N/A","WI_241",NA,"WI","2010","MD",26000,"22057",NA,NA,NA,NA,NA,107.375195987069,"6419",NA,"4694",1.89,"Do Nothing","2009","ACTION"
"4148","4812","4","1","STS","WI_042-02","Bayfield7","6g","N/A","WI_042",NA,"WI","2010","MD",4700,"3973",NA,NA,NA,NA,NA,19.4735536048889,"-10173",NA,"6082",1.81,"Do Nothing","2009","STATE"
"4149","3732","4","1","STS","WI_041-01","Bayfield11","15g","N/A","WI_041",NA,"WI","2010","MD",3500,"2864",NA,NA,NA,NA,NA,15.10183716584,"-1785",NA,"1603",1.66,"Do Nothing","2009","ACTION"
"4150","1584","5","2","STS","WI_027-01","Jackson2","24BIUx2","2-10","WI_027",NA,"WI","2010","Btk",1200,"690",NA,NA,NA,NA,NA,6.41097575139785,"-26784",NA,"5836",1.95,"Do Nothing","2009","ACTION"
"4151","104","5","2","STS","WI_547-03","Bayfield15","24BIUx2","1","WI_547",NA,"WI","2010","Btk",100,"81",NA,NA,NA,NA,NA,0.419877803644497,"-58736",NA,NA,NA,NA,NA,NA
"4152","110","3","2","STS","IL_029-02","Sheridan BTK","24BIUx2","N/A","IL_029",NA,"IL","2010","Btk",110,"64",NA,NA,NA,NA,NA,0.444453738683479,"38856",NA,"1095",0.67,"Do Nothing","2009","ACTION"
"4153","430","8","2","STS","IL_007-05","Lena (MD) 7","24BIUx2","N/A","IL_007",NA,"IL","2010","Btk",427,"334",NA,NA,NA,NA,NA,1.74039125583465,"12308",NA,"1254",2.52,"Delimit","2009","ACTION"
"4154","99","4","2","STS","IL_010-01","Amboy BTK","24BIUx2","N/A","IL_010",NA,"IL","2010","Btk",88,"66",NA,NA,NA,NA,NA,0.402098414786672,"54120",NA,"1096",1.17,"Do Nothing","2009","ACTION"
"4155","103","8","2","STS","IL_007-01","Lena BTK 1","24BIUx2","N/A","IL_007",NA,"IL","2010","Btk",103,"75",NA,NA,NA,NA,NA,0.418620333176125,"12508",NA,"1254",2.52,"Delimit","2009","ACTION"
"4156","591","3","1","STS","IL_063-02","Wilmington MD","6g","N/A","IL_063",NA,"IL","2010","MD",591,"306",NA,NA,NA,NA,NA,2.39174248605028,"33784",NA,"4649",4.19,"Treat","2009","ACTION"
"4157","11","8","2","STS","IL_007-03","Lena BTK 3","24BIUx2","N/A","IL_007",NA,"IL","2010","Btk",11,"5",NA,NA,NA,NA,NA,0.044172830540702,"17812",NA,"1254",2.52,"Delimit","2009","ACTION"
"4158","286","0","2","STS","IL_066-01","Romeoville BTK","24BIUx2","N/A","IL_066",NA,"IL","2010","Btk",274,"199",NA,NA,NA,NA,NA,1.15730485085966,"-291",NA,"1276",1.55,"Do Nothing","2009","ACTION"
"4159","158","2","2","STS","IL_058-01","Plano","24BIUx2","N/A","IL_058",NA,"IL","2010","Btk",158,"109",NA,NA,NA,NA,NA,0.640258080425257,"21924",NA,"1104",0.29,"Do Nothing","2009","ACTION"
"4160","8","3","2","STS","IL_057-04","Newark BTK 5","24BIUx2","N/A","IL_057",NA,"IL","2010","Btk",8,"6",NA,NA,NA,NA,NA,0.031505994846857,"37719",NA,"4590",2.66,"Delimit","2009","ACTION"
"4161","16","3","2","STS","IL_504-01","Newark BTK 3","24BIUx2","N/A","IL_057",NA,"IL","2010","Btk",14,"6",NA,NA,NA,NA,NA,0.064190273083473,"34052",NA,"4590",2.66,"Delimit","2009","ACTION"
"4162","80","8","2","STS","IL_007-06","Lena BTK 5","24BIUx2","N/A","IL_007",NA,"IL","2010","Btk",80,"62",NA,NA,NA,NA,NA,0.322140404090091,"15028",NA,"1254",2.52,"Delimit","2009","ACTION"
"4163","1886","2","2","STS","IL_048-02","Park Forest BTK","24BIUx2","N/A","IL_048",NA,"IL","2010","Btk",1886,"1464",NA,NA,NA,NA,NA,7.63332375674495,"11396",NA,"1274",1.65,"Do Nothing","2009","ACTION"
"4164","59","5","2","STS","IL_078_02","Stillman Valley BTK 2","24BIUx2","N/A","IL_078",NA,"IL","2010","Btk",59,"36",NA,NA,NA,NA,NA,0.239516859401255,"10179",NA,"4618",1.78,"Do Nothing","2009","ACTION"
"4165","1223","3","1","STS","IL_001-01","Menominee MD","6g","N/A","IL_001",NA,"IL","2010","MD",1223,"789",NA,NA,NA,NA,NA,4.95136375072923,"43293",NA,"4979",1.79,"Do Nothing","2009","ACTION"
"4166","203","3","2","STS","IL_036-01","Coal City BTK","24BIUx2","N/A","IL_036",NA,"IL","2010","Btk",203,"140",NA,NA,NA,NA,NA,0.819772588403083,"41468",NA,"4596",1.93,"Do Nothing","2009","ACTION"
"4167","48","8","2","STS","IL_007-07","Lena BTK 6","24BIUx2","N/A","IL_007",NA,"IL","2010","Btk",48,"19",NA,NA,NA,NA,NA,0.194513073874336,"14392",NA,"1254",2.52,"Delimit","2009","ACTION"
"4168","541","0","1","STS","IL_013-01","Franklin Grove MD","6g","N/A","IL_013",NA,"IL","2010","MD",542,"362",NA,NA,NA,NA,NA,2.18963405243627,"42184",NA,"5002",1.57,"Do Nothing","2009","ACTION"
"4169","45","3","2","STS","IL_057-03","Newark BTK 4","24BIUx2","N/A","IL_057",NA,"IL","2010","Btk",45,"31",NA,NA,NA,NA,NA,0.181833418275198,"38665",NA,"4590",2.66,"Delimit","2009","ACTION"
"4170","1539","5","2","STS","WI_175-01","LaCrosse5","24BIUx2","N/A","WI_175",NA,"WI","2010","Btk",1450,"922",NA,NA,NA,NA,NA,6.22980919960646,"-23567",NA,"4575",2.41,"Delimit","2009","ACTION"
"4171","10680","3","1","STS","WI_036-01","Jackson1","6g","N/A","WI_036",NA,"WI","2010","MD",8000,NA,NA,NA,NA,NA,NA,43.2212083778049,"-30286",NA,"1549",1.71,"Do Nothing","2009","ACTION"
"4172","96","5","3","STS","WI_067-01","Clark11","5x10^11","1","WI_067",NA,"WI","2010","NPV",96,"82",NA,NA,NA,NA,NA,0.390523489948253,"-60173",NA,"4577",3.34,"Treat","2009","ACTION"
"4173","131","3","2","STS","WI_516-02","Green2","24BIUx2","2-10","WI_516",NA,"WI","2010","Btk",131,"11",NA,NA,NA,NA,NA,0.530742198856415,"-37323",NA,"5783",NA,"Independent Action","2009","ACTION"
"4174","3272","0","5","STS","WI_022-01","Crawford3","24BIUx2","N/A","WI_022",NA,"WI","2010","Btk-MD",3272,"1563",NA,NA,NA,NA,NA,13.2400765369901,"35050",NA,"5864",2.09,"Do Nothing","2009","ACTION"
"4175","10982","3","1","STS","WI_150-01","EauClaire2","6g","N/A","WI_150",NA,"WI","2010","MD",10200,"6849",NA,NA,NA,NA,NA,44.4489625910137,"-21884",NA,"4668",1.38,"Do Nothing","2009","ACTION"
"4176","10823","3","1","STS","WI_022-03","Grant1","6g","N/A","WI_022",NA,"WI","2010","MD",9500,"6545",NA,NA,NA,NA,NA,43.7958246757547,"32538",NA,"5864",2.09,"Do Nothing","2009","ACTION"
"4177","109","5","2","STS","WI_526-02","Richland1","24BIUx2","1","WI_526",NA,"WI","2010","Btk",100,"78",NA,NA,NA,NA,NA,0.442759739856697,"-27680",NA,"1468",NA,"Independent Action","2009","ACTION"
"4178","103","5","2","STS","WI_556-01","Bayfield19","24BIUx2","1","WI_556",NA,"WI","2010","Btk",100,"88",NA,NA,NA,NA,NA,0.417738244506217,"-56241",NA,NA,NA,NA,NA,NA
"4179","184","5","2","STS","WI_547-01","Ashland14","24BIUx1","1","WI_547",NA,"WI","2010","Btk",170,"105",NA,NA,NA,NA,NA,0.743283147808266,"-36541",NA,NA,NA,NA,NA,NA
"4180","105","3","2","STS","WI_548-01","Ashland15","24BIUx1","1","WI_548",NA,"WI","2010","Btk",105,"92",NA,NA,NA,NA,NA,0.424920860349013,"-62399",NA,NA,NA,NA,NA,NA
"4181","2403","3","1","STS","WV_007-01","Madison","6g","N/A","WV_007",NA,"WV","2010","MD",2403,"1792",NA,NA,NA,NA,NA,9.72388436794058,"15853",NA,NA,NA,NA,NA,NA
"4182","426","3","1","STS","WV_020-01","Sylvester","6g","N/A","WV_020",NA,"WV","2010","MD",408,"271",NA,NA,NA,NA,NA,1.72588076644819,"-530",NA,"1418",2.21,"Do Nothing","2009","MONIT1"
"4183","1363","4","1","STS","VA_009-01","Marion","6g","N/A","VA_009","FS","VA","2010","MD",1300,"981",NA,NA,NA,NA,NA,5.51528427223231,"10564",NA,NA,NA,NA,NA,NA
"4184","1109","0","1","STS","VA_022-01","Point Lookout Mtn.","6g","N/A","VA_022","VDACS","VA","2010","MD",1075,"707",NA,NA,NA,NA,NA,4.48948575366445,"-4148",NA,NA,NA,NA,NA,NA
"4185","914","3","1","STS","VA_063-01","Cluster Springs","6g","N/A","VA_063","VDACS","VA","2010","MD",900,"544",NA,NA,NA,NA,NA,3.70046770407206,"201",NA,"1326",1.86,"Do Nothing","2009","MONIT1"
"4186","2535","0","1","STS","VA_048-01","Blairs","6g","N/A","VA_048","VDACS","VA","2010","MD",2400,"1384",NA,NA,NA,NA,NA,10.2603944306817,"-320",NA,NA,NA,NA,NA,NA
"4187","623","3","1","STS","VA_008-01","Chilhowie","6g","N/A","VA_008","VDACS","VA","2010","MD",600,"434",NA,NA,NA,NA,NA,2.52113541672149,"15643",NA,NA,NA,NA,NA,NA
"4188","727","5","1","STS","VA_034-01","Cascade","15g","N/A","VA_034","VDACS","VA","2010","MD",700,"322",NA,NA,NA,NA,NA,2.94272912343473,"16471",NA,NA,NA,NA,NA,NA
"4189","1414","4","1","STS","VA_020-01","Buck Mtn.","15g","N/A","VA_020","VDACS","VA","2010","MD",1400,"869",NA,NA,NA,NA,NA,5.72262100234397,"1613",NA,"4557",1.86,"Do Nothing","2009","MONIT1"
"4190","54595","0","1","STS","WV_016-01","Big Jiggly","6g","N/A","WV_016",NA,"WV","2010","MD",54595,"40092",NA,NA,NA,NA,NA,220.953049532348,"-1890",NA,"4541",2.98,"Delimit","2009","ACTION"
"4191","1601","5","1","STS","VA_007-01","Brushy  Mtn.","15g","N/A","VA_007","FS","VA","2010","MD",1601,"1123",NA,NA,NA,NA,NA,6.48037026446064,"5708",NA,"5976",3.57,"Delimit","2009","ACTION"
"4192","1246","0","1","STS","VA_007-02","Flat Top Mtn.","6g",NA,"VA_007","VDACS","VA","2010","MD",1225,"806",NA,NA,NA,NA,NA,5.04424923501411,"11882",NA,"5976",3.57,"Delimit","2009","ACTION"
"4193","957","3","1","STS","VA_003-01","Keen Mountain","6g","N/A","VA_003","VDACS","VA","2010","MD",950,"702",NA,NA,NA,NA,NA,3.87258245524312,"27260",NA,"6003",3.72,"Delimit","2009","ACTION"
"4194","2383","0","3","STS","VA_096-01","False Cape","5x10^12",NA,"VA_096",NA,"VA","2010","NPV",2383,NA,NA,NA,NA,NA,NA,9.6446377259191,"64106",NA,NA,NA,NA,NA,NA
"4195","17","8","2","STS","IL_007-04","Lena BTK 4","24BIUx2","N/A","IL_007",NA,"IL","2010","Btk",17,"4",NA,NA,NA,NA,NA,0.070798438498707,"17843",NA,"1254",2.52,"Delimit","2009","ACTION"
"4196","59","5","2","STS","IL_078-01","Stillman Valley BTK 1","24BIUx2","N/A","IL_078",NA,"IL","2010","Btk",59,"30",NA,NA,NA,NA,NA,0.240056796207898,"10550",NA,"4618",1.78,"Do Nothing","2009","ACTION"
"4197","64","3","2","STS","IL_057-01","Newark BTK 1","24BIUx2","N/A","IL_057",NA,"IL","2010","Btk",61,"36",NA,NA,NA,NA,NA,0.260211285699737,"34448",NA,"4590",2.66,"Delimit","2009","ACTION"
"4198","2847","3","1","STS","WI_017-02","Chippewa4","6g","N/A","WI_017",NA,"WI","2010","MD",2600,"1731",NA,NA,NA,NA,NA,11.5200780863266,"-8651",NA,"1624",0.86,"Do Nothing","2009","STATE"
"4199","1049","0","1","STS","IL_048-01","Park Forest MD","6g","N/A","IL_048",NA,"IL","2010","MD",1124,"831",NA,NA,NA,NA,NA,4.2448486676063,"13655",NA,"1274",1.65,"Do Nothing","2009","ACTION"
"4200","14855","0","1","STS","OH_099-01","South Bloomingville MD","6g","0","OH_099","99% trt Hocking SP/SF, cut half","OH","2010","MD",14500,"11068",NA,NA,NA,NA,NA,60.1199863546666,"91941",NA,"4506",1.78,"Do Nothing","2009","ACTION"
"4201","16724","0","1","STS","OH_104-03","Mineral MD A","6g","0","OH_104","95% Hope SP, Zaleski SF, Waterloo/Turkey Ridge WA","OH","2010","MD",15000,"11004",NA,NA,NA,NA,NA,67.6827445864756,"95338",NA,"4712",0,"Do Nothing","2009","MONIT2"
"4202","351","0","5","STS","MN_039-01","Clover Valley School","24BIUx2","1","MN_039",NA,"MN","2010","Btk-MD",351,"267",NA,NA,NA,NA,NA,1.41959547080538,"15201",NA,NA,NA,NA,NA,NA
"4203","8","1","2","STS","IL_074-01","Rock City","24BIUx2","2-10","IL_074",NA,"IL","2010","Btk",8,"0",NA,NA,NA,NA,NA,0.031739536586914,"-2952",NA,"4648",3.18,"Treat","2009","ACTION"
"4204","1375","0","5","STS","OH_099-02","South Bloomingville BTK","24BIUx1","N/A","OH_099","added late","OH","2010","Btk-MD",1375,"1066",NA,NA,NA,NA,NA,5.566911911093,"89765",NA,"4506",1.78,"Do Nothing","2009","ACTION"
"4205","115","2","1","STS","IL_048_03","Park Forest MD2","6g","N/A","IL_048",NA,"IL","2010","MD",114,"78",NA,NA,NA,NA,NA,0.463959450529287,"13181",NA,"1274",1.65,"Do Nothing","2009","ACTION"
"4206","61","0","1","Research","VMD-BF-6-2","DAR2","6g",NA,NA,"BIOFLAKES","VA","2010","MD",62,"48",NA,NA,NA,NA,NA,0.248159999732645,"-142561",NA,NA,NA,NA,NA,NA
"4207","62","0","1","Research","VMD-BF-6-1","GR5","6g",NA,NA,"SPLAT","VA","2010","MD",62,"49",NA,NA,NA,NA,NA,0.252480984844888,"-131905",NA,NA,NA,NA,NA,NA
"4208","224","3","2","STS","IN_035-01","Leesburg-1","25BIUx2","2-10","IN_035",NA,"IN","2010","Btk",224,"137",NA,NA,NA,NA,NA,0.905753684134942,"-4172",NA,NA,NA,NA,NA,NA
"4209","357","3","1","Eradication","TN_001-01","Shady Valley","15g","0","TN_001",NA,"TN","2010","MD",357,"263",NA,NA,NA,NA,NA,1.44386362684623,"51775",NA,"6030",2.12,"Do Nothing","2009","STATE"
"4210","62","0","1","STS","WMD-BF6-2","SW9","6g","N/A",NA,NA,"WI","2010","MD",62,"52",NA,NA,NA,NA,NA,0.249108378626772,"-109858",NA,NA,NA,NA,NA,NA
"4211","62","0","1","STS","WMD-F6-2","SW5","6g","N/A",NA,NA,"WI","2010","MD",62,"54",NA,NA,NA,NA,NA,0.249112363085184,"-114405",NA,NA,NA,NA,NA,NA
"4212","62","0","1","STS","WMD-OS6-2","SW4","6g","N/A",NA,NA,"WI","2010","MD",62,"52",NA,NA,NA,NA,NA,0.249019296537049,"-113394",NA,NA,NA,NA,NA,NA
"4213","2019","0","1","STS","VA_001-01","Big A Mountain","6g","N/A","VA_001","VDACS","VA","2010","MD",2000,"1417",NA,NA,NA,NA,NA,8.16942558139849,"41157",NA,"4528",2.18,"Do Nothing","2009","ACTION"
"4214","1082","4","2","STS","WI_508-01","Taylor1","24BIUx2","N/A","WI_508",NA,"WI","2010","Btk",1000,"665",NA,NA,NA,NA,NA,4.3767866795679,"-51524",NA,"5915",NA,"Independent Action","2009","MONIT1"
"4215","2","8","2","STS","IL_007-02","Lena BTK 2","24BIUx2","2-10","IL_007",NA,"IL","2010","Btk",2,"2",NA,NA,NA,NA,NA,0.007671887210762,"17604",NA,"1254",2.52,"Delimit","2009","ACTION"
"4216","262","2","2","Eradication","OH_010-02","Monroe BTK","24BIUx2","0","OH_010","was S. Middletown","OH","2010","Btk",262,"171",NA,NA,NA,NA,NA,1.05875440228174,"186369",NA,NA,NA,NA,NA,NA
"4217","61","0","1","STS","WMD-F6-1","WN1","6g","N/A",NA,NA,"WI","2010","MD",62,"53",NA,NA,NA,NA,NA,0.24883902592193,"-116956",NA,NA,NA,NA,NA,NA
"4218","896","4","2","STS","WI_025-01","LaCrosse3","24BIUx2","N/A","WI_025",NA,"WI","2010","Btk",800,"498",NA,NA,NA,NA,NA,3.62633997221864,"-11393",NA,"6045",1.69,"Do Nothing","2009","STATE"
"4219","1934","5","2","STS","WI_037-01","Jackson3","24BIUx2","N/A","WI_037",NA,"WI","2010","Btk",1650,"860",NA,NA,NA,NA,NA,7.82493571637423,"-28903",NA,"6216",1.74,"Do Nothing","2009","ACTION"
"4220","13282","3","1","STS","WI_017-01","Chippewa1","6g","N/A","WI_017",NA,"WI","2010","MD",11800,"8397",NA,NA,NA,NA,NA,53.7483812581725,"-1133",NA,"1624",0.86,"Do Nothing","2009","STATE"
"4221","215","5","2","STS","WI_557-01","Bayfield20","24BIUx1","2-10","WI_557",NA,"WI","2010","Btk",215,"189",NA,NA,NA,NA,NA,0.869016022661358,"-61600",NA,NA,NA,NA,NA,NA
"4222","198","3","2","STS","WI_544-03","Green6","24BIUx2","11-100","WI_544",NA,"WI","2010","Btk",100,"21",NA,NA,NA,NA,NA,0.801215541229097,"-46208",NA,NA,NA,NA,NA,NA
"4223","180","5","2","STS","WI_527-02","Richland2","24BIUx2","1","WI_527",NA,"WI","2010","Btk",130,"64",NA,NA,NA,NA,NA,0.727878458011752,"-36859",NA,"1467",NA,"Independent Action","2009","ACTION"
"4224","109","0","6","STS","WI_061-01","Clark16","5x10^11","2-10","WI_061",NA,"WI","2010","NPV-MD",109,"91",NA,NA,NA,NA,NA,0.440004621393812,"-55429",NA,"6174",2,"Do Nothing","2009","STATE"
"4225","46851","4","1","STS","MN_081-01","Legler Lake","6g","N/A","MN_081",NA,"MN","2010","MD",46852,"40420",NA,NA,NA,NA,NA,189.598165208163,"8379",NA,"1503",1.52,"Do Nothing","2009","ACTION"
"4226","540","0","2","STS","MN_612-01","Finland","24BIUx2","1","MN_612",NA,"MN","2010","Btk",540,"481",NA,NA,NA,NA,NA,2.18619815899446,"-6853",NA,NA,NA,NA,NA,NA
"4227","51839","5","1","STS","MN_013-01","Knife River","6g","1","MN_013",NA,"MN","2010","MD",51842,"43080",NA,NA,NA,NA,NA,209.796382411075,"15055",NA,"6008",2.04,"Do Nothing","2009","STATE"
"4228","1285","0","2","STS","MN_613-01","Ninemile Lake","24BIUx2","1","MN_613","was Cramer","MN","2010","Btk",1261,"1117",NA,NA,NA,NA,NA,5.20069196932548,"-6482",NA,NA,NA,NA,NA,NA
"4229","983","2","1","STS","OH_008-01","Grover Hill A MD","6g","0","OH_008","70% trt","OH","2010","MD",700,"248",NA,NA,NA,NA,NA,3.97635862343866,"22017",NA,NA,NA,NA,NA,NA
"4230","163","4","2","STS","OH_025-01","Lima B BTK","24BIUx2","0","OH_025",NA,"OH","2010","Btk",163,"131",NA,NA,NA,NA,NA,0.660667811936239,"58496",NA,"1281",1.45,"Do Nothing","2009","MONIT1"
"4231","29","4","2","STS","OH_046-02","Alger BTK","24BIUx2","0","OH_046",NA,"OH","2010","Btk",29,"12",NA,NA,NA,NA,NA,0.116509323344367,"70263",NA,"1266",2.61,"Delimit","2009","ACTION"
"4232","319","4","2","STS","OH_025-02","Lima A BTK","24BIUx2","0","OH_025",NA,"OH","2010","Btk",319,"230",NA,NA,NA,NA,NA,1.29226471921529,"57122",NA,"1281",1.45,"Do Nothing","2009","MONIT1"
"4233","4","0","2","STS","OH_083-04","Five Points B BTK","24BIUx2","0","OH_083",NA,"OH","2010","Btk",4,"0",NA,NA,NA,NA,NA,0.014599396826573,"90650",NA,NA,NA,NA,NA,NA
"4234","161","2","2","STS","OH_050-02","Clifton A BTK","24BIUx2","0","OH_050",NA,"OH","2010","Btk",161,"29",NA,NA,NA,NA,NA,0.652300622267932,"121080",NA,"4661",2.92,"Delimit","2009","MONIT1"
"4235","6485","4","1","STS","OH_082-02","Galloway MD","15g","11-100","OH_082","40% trt Big Darby Scenic R High Free Pk","OH","2010","MD",2600,"1238",NA,NA,NA,NA,NA,26.2460964656518,"70225",NA,NA,NA,NA,NA,NA
"4236","694","0","5","STS","OH_091-01","Circleville BTK","24BIUx1","> 100","OH_091","AW Marion SP","OH","2010","Btk-MD",694,"296",NA,NA,NA,NA,NA,2.81023376035808,"74600",NA,NA,NA,NA,NA,NA
"4237","1427","5","1","STS","OH_039-03","Yellow Springs W MD","6g","0","OH_039","80% trt","OH","2010","MD",1100,"403",NA,NA,NA,NA,NA,5.77521275876211,"133951",NA,"4347",1.88,"Do Nothing","2009","ACTION"
"4238","1271","5","2","STS","OH_022-02","Kettering BTK","24BIUx2","11-100","OH_022",NA,"OH","2010","Btk",1271,"1001",NA,NA,NA,NA,NA,5.14403373861623,"156784",NA,"1345",2.51,"Delimit","2009","ACTION"
"4239","28001","0","1","STS","OH_069-01","East Liberty MD","6g","0","OH_069","40% trt, Honda","OH","2010","MD",11200,"5247",NA,NA,NA,NA,NA,113.312853530544,"73188",NA,"4702",7.15,"Treat","2009","ACTION"
"4240","1624","1","1","STS","OH_007-01","Oakwood A MD","6g","0","OH_007","60% trt","OH","2010","MD",1000,"357",NA,NA,NA,NA,NA,6.57043174595341,"13519",NA,"1287",1.73,"Do Nothing","2009","ACTION"
"4241","374","0","6","STS","OH_069-03","East Liberty C NPV","5x10^11","N/A","OH_069","Leps Switched fm BTK to NPVx2","OH","2010","NPV-MD",374,"121",NA,NA,NA,NA,NA,1.51337699253526,"76263",NA,"4702",7.15,"Treat","2009","ACTION"
"4242","62","0","1","Research","VMD-SO-6-1","GR8","6g",NA,NA,"SPLAT","VA","2010","MD",62,"49",NA,NA,NA,NA,NA,0.249927683862344,"-136853",NA,NA,NA,NA,NA,NA
"4243","62","0","1","Research","VMD-F-6-1","GR3","6g",NA,NA,"SPLAT","VA","2010","MD",62,"48",NA,NA,NA,NA,NA,0.251234735112903,"-134118",NA,NA,NA,NA,NA,NA
"4244","62","0","1","Research","VMD-S-6-2","BSA1","6g",NA,NA,"BIOFLAKES","VA","2010","MD",62,"48",NA,NA,NA,NA,NA,0.250305742526262,"-140700",NA,NA,NA,NA,NA,NA
"4245","62","0","1","Research","VMD-SO-6-2","PGA1","6g",NA,NA,"SPLAT","VA","2010","MD",62,"48",NA,NA,NA,NA,NA,0.252138061119409,"-154399",NA,NA,NA,NA,NA,NA
"4246","62","0","1","Research","VMD-S-6-1","GR4","6g",NA,NA,"SPLAT","VA","2010","MD",62,"48",NA,NA,NA,NA,NA,0.249654535904451,"-132616",NA,NA,NA,NA,NA,NA
"4247","62","0","1","Research","VMD-F-6-2","DAR1","6g",NA,NA,"FLAKES","VA","2010","MD",62,"48",NA,NA,NA,NA,NA,0.250870345400255,"-141491",NA,NA,NA,NA,NA,NA
"4248","62","0","1","STS","WMD-S6-1","WN3","6g","N/A",NA,NA,"WI","2010","MD",62,"54",NA,NA,NA,NA,NA,0.249174942000424,"-120974",NA,NA,NA,NA,NA,NA
"4249","62","0","1","STS","WMD-BF6-1","WN2","6g","N/A",NA,NA,"WI","2010","MD",62,"51",NA,NA,NA,NA,NA,0.249360878633025,"-118452",NA,NA,NA,NA,NA,NA
